,ref_id,breed_id,type,website,created_at,updated_at,city,state,bwh,club,parent_club,specialty_club,licensed_club,bloodline,small_size,medium_size,large_size,breed_options,males,females,expected_date,birth,age,breed
123,25131,265,storefront,/breeder/bichonpuppy-wa?source_breed=bichon-frise,2015-11-13 19:07:59,2021-04-15 16:09:37,Auburn,WA,,,0,0,0,0,1,0,0,,0,0,,,,bichon-frise
124,37920,126,storefront,/breeder/giant-precious-paws-english-mastiffs-great-danes?source_breed=great-dane,2016-09-28 13:47:23,2021-01-17 01:16:32,Auburn,WA,,,0,0,0,0,0,0,1,,0,0,,,,great-dane
125,37920,163,storefront,/breeder/giant-precious-paws-english-mastiffs-great-danes?source_breed=mastiff,2016-09-28 13:47:23,2021-01-17 01:16:32,Auburn,WA,,,0,0,0,0,0,0,1,,0,0,,,,mastiff
126,259137,57,listing,/breeder/katherine-chaffer-32942/bulldog/259137,2021-04-05 15:11:07,2021-04-05 15:13:01,Lake Stevens,WA,,,0,0,0,1,0,1,0,,0,4,,2021-02-16,8 weeks old,bulldog
127,254264,280,listing,/breeder/lynn-mckee-36043/biewer-terrier/254264,2021-02-20 12:32:18,2021-02-20 12:32:19,Lake Stevens,WA,,,0,0,0,0,0,0,0,,3,1,,2021-01-07,14 weeks old,biewer-terrier
128,259895,280,listing,/breeder/lynn-mckee-36043/biewer-terrier/259895,2021-04-11 22:12:42,2021-04-11 22:12:43,Lake Stevens,WA,,,0,0,0,0,0,0,0,,3,2,,2021-04-08,1 week old,biewer-terrier
129,32942,113,storefront,/breeder/katherine-chaffer-32942?source_breed=french-bulldog,2016-05-12 22:47:30,2021-03-28 21:58:39,Lake Stevens,WA,,,0,0,0,0,1,0,0,,0,0,,,,french-bulldog
130,7324,118,coming-soon,/breeder/k-9partner/german-shorthaired-pointer/coming-soon,2019-08-22 18:31:14,2021-04-11 04:08:17,Marysville,WA,,,0,0,0,0,0,1,0,,0,0,2021-04-16,,,german-shorthaired-pointer
131,260213,117,listing,/breeder/teena-novotney-95004/german-shepherd-dog/260213,2021-04-14 11:32:01,2021-04-15 10:47:33,Poulsbo,WA,,,0,0,0,0,0,0,1,,5,5,,2021-03-20,3 weeks old,german-shepherd-dog
132,91009,263,storefront,/breeder/kristoffer-sargent-91009?source_breed=dachshund,2020-01-29 00:09:45,2021-01-31 10:26:49,Bremerton,WA,,,0,0,0,0,1,0,0,,0,0,,,,dachshund
133,98845,3,storefront,/breeder/callahan-ranch-dogs?source_breed=airedale-terrier,2020-10-13 15:38:30,2021-01-01 23:02:21,Enumclaw,WA,,,0,0,0,0,0,1,0,,0,0,,,,airedale-terrier
134,80664,43,storefront,/breeder/leslie-devol-80664?source_breed=border-collie,2019-07-18 19:56:28,2021-03-15 20:39:21,Enumclaw,WA,,,0,0,0,0,0,1,0,,0,0,,,,border-collie
135,52735,117,storefront,/breeder/ashley-luke-52735?source_breed=german-shepherd-dog,2017-10-04 10:38:06,2019-12-16 12:59:57,Enumclaw,WA,,,0,0,0,0,0,0,1,,0,0,,,,german-shepherd-dog
136,77366,280,storefront,/breeder/dondaybiewerscom?source_breed=biewer-terrier,2019-05-15 10:45:31,2020-02-13 00:24:40,Enumclaw,WA,,,0,0,0,0,0,0,0,,0,0,,,,biewer-terrier
137,256050,57,listing,/breeder/joy-atkins-34218/bulldog/256050,2021-03-08 10:52:24,2021-03-08 11:07:41,Olalla,WA,,,0,0,0,1,0,1,0,,0,2,,2021-02-17,8 weeks old,bulldog
138,254100,113,listing,/breeder/brenda-peckham-25652/french-bulldog/254100,2021-02-18 19:12:24,2021-04-12 14:51:43,Stanwood,WA,,,0,0,0,0,1,0,0,,1,0,,2021-02-06,9 weeks old,french-bulldog
139,254916,117,listing,/breeder/perichgs/german-shepherd-dog/254916,2021-02-25 23:17:32,2021-03-04 00:11:30,Stanwood,WA,,,0,0,0,1,0,0,1,,3,2,,2021-02-07,9 weeks old,german-shepherd-dog
140,91761,123,storefront,/breeder/farmfreshgoldens?source_breed=golden-retriever,2020-02-14 23:49:06,2021-04-12 17:13:41,Stanwood,WA,,,0,0,0,0,0,0,1,,0,0,,,,golden-retriever
141,103309,209,storefront,/breeder/vom-house-tesdal-103309?source_breed=rottweiler,2021-02-21 14:58:28,2021-03-31 23:53:09,Milton,WA,,,0,0,0,0,0,0,1,,0,0,,,,rottweiler
142,42999,219,storefront,/breeder/elicia-stevens-42999?source_breed=shetland-sheepdog,2017-02-13 16:10:17,2019-12-30 15:42:46,Bonney Lake,WA,,,0,0,0,0,0,1,0,,0,0,,,,shetland-sheepdog
143,81057,221,storefront,/breeder/bayview-shih-tzu?source_breed=shih-tzu,2019-07-25 20:23:48,2019-08-03 20:35:06,Burley,WA,,,0,0,0,0,1,0,0,,0,0,,,,shih-tzu
144,31156,93,storefront,/breeder/tammy-mills31156?source_breed=doberman-pinscher,2016-03-21 00:39:31,2021-03-02 16:36:42,Langley,WA,,,0,0,0,0,0,1,0,,0,0,,,,doberman-pinscher
145,252334,24,listing,/breeder/joe-hardwick-102669/beagle/252334,2021-02-02 14:42:17,2021-02-10 13:21:01,Gig Harbor,WA,,,0,0,0,0,1,0,0,,2,1,,2020-12-06,4 months old,beagle
146,62017,65,storefront,/breeder/mount-olympus-cavaliers?source_breed=cavalier-king-charles-spaniel,2018-05-22 15:48:02,2020-03-31 17:43:41,Gig Harbor,WA,,,0,0,0,0,1,0,0,,0,0,,,,cavalier-king-charles-spaniel
147,80388,202,storefront,/breeder/jane-abernethy-80388?source_breed=pug,2019-07-13 22:24:56,2021-03-30 23:22:32,Gig Harbor,WA,,,0,0,0,0,1,0,0,,0,0,,,,pug
148,25677,89,storefront,/breeder/jessica-huff-25677?source_breed=dalmatian,2015-11-13 20:22:36,2021-03-03 15:57:16,Tacoma,WA,,,0,0,0,0,0,1,0,,0,0,,,,dalmatian
149,259618,153,listing,/breeder/steve-dowman-93643/labrador-retriever/259618,2021-04-09 00:47:29,2021-04-09 00:47:30,Buckley,WA,,,0,0,0,0,0,1,0,,5,4,,2021-02-26,6 weeks old,labrador-retriever
150,256843,118,listing,/breeder/camillia-leppard-104130/german-shorthaired-pointer/256843,2021-03-15 09:42:15,2021-04-13 22:10:06,Tacoma,WA,,,0,0,0,0,0,1,0,,5,4,,2021-02-23,7 weeks old,german-shorthaired-pointer
151,69586,168,storefront,/breeder/jaime-lund-69586?source_breed=miniature-schnauzer,2018-11-10 14:18:23,2021-04-14 21:02:24,Tacoma,WA,,,0,0,0,0,1,0,0,,0,0,,,,miniature-schnauzer
152,253100,120,listing,/breeder/george-garten-44601/german-wirehaired-pointer/253100,2021-02-09 14:03:26,2021-02-09 14:03:27,Port Ludlow,WA,,,0,0,0,1,0,1,0,,5,2,,2021-01-28,11 weeks old,german-wirehaired-pointer
153,252404,153,listing,/breeder/jeff-melvard-102686/labrador-retriever/252404,2021-02-03 10:58:34,2021-02-03 11:08:17,Puyallup,WA,,,0,0,0,0,0,1,0,black,3,7,,2021-01-26,11 weeks old,labrador-retriever
154,64053,194,storefront,/breeder/debra-hagel-64053?source_breed=poodle,2018-07-08 00:05:09,2020-12-15 13:46:05,Puyallup,WA,,,0,0,0,0,1,0,1,,0,0,,,,poodle
155,251804,208,listing,/breeder/prairie-ridge-rhodesians/rhodesian-ridgeback/251804,2021-01-28 20:49:20,2021-01-28 21:07:07,Arlington,WA,,,0,0,0,0,0,0,1,,4,6,,2021-01-25,11 weeks old,rhodesian-ridgeback
156,257806,123,listing,/breeder/winchester-goldens/golden-retriever/257806,2021-03-23 21:52:30,2021-03-25 21:04:29,Arlington,WA,,,0,0,0,0,0,0,1,,2,0,,2021-01-17,12 weeks old,golden-retriever
157,37085,77,storefront,/breeder/tradition-kennel?source_breed=cocker-spaniel,2016-09-05 11:39:27,2021-01-07 00:14:24,Arlington,WA,,,0,0,0,0,0,1,0,,0,0,,,,cocker-spaniel
158,1642,123,coming-soon,/breeder/tracy-frye-39366/golden-retriever/coming-soon,2016-11-08 13:57:11,2020-12-14 20:21:21,Arlington,WA,,,0,0,0,0,0,0,1,,0,0,2021-09-15,,,golden-retriever
159,30951,178,storefront,/breeder/lynn-carter-30951?source_breed=nova-scotia-duck-tolling-retriever,2016-03-14 17:25:26,2021-03-09 14:23:00,Arlington,WA,,,0,0,0,0,0,1,0,,0,0,,,,nova-scotia-duck-tolling-retriever
160,37085,123,storefront,/breeder/tradition-kennel?source_breed=golden-retriever,2016-09-05 11:39:27,2021-01-07 00:14:24,Arlington,WA,,,0,0,0,0,0,0,1,,0,0,,,,golden-retriever
161,3829,113,coming-soon,/breeder/tracy-frye-39366/french-bulldog/coming-soon,2016-11-08 13:57:11,2020-12-14 20:21:21,Arlington,WA,,,0,0,0,0,1,0,0,,0,0,2021-09-13,,,french-bulldog
162,100588,113,storefront,/breeder/shelly-johnson-100588?source_breed=french-bulldog,2020-12-05 18:38:56,2020-12-12 17:27:19,Arlington,WA,,,0,0,0,0,1,0,0,,0,0,,,,french-bulldog
163,100588,263,storefront,/breeder/shelly-johnson-100588?source_breed=dachshund,2020-12-05 18:38:56,2020-12-12 17:27:19,Arlington,WA,,,0,0,0,0,1,0,0,,0,0,,,,dachshund
164,259752,113,listing,/breeder/tina-aubry-105076/french-bulldog/259752,2021-04-10 13:59:18,2021-04-13 17:44:23,Puyallup,WA,,,0,0,0,0,1,0,0,,3,1,,2021-03-30,2 weeks old,french-bulldog
165,259447,123,listing,/breeder/brian-wilson-92368/golden-retriever/259447,2021-04-07 20:32:27,2021-04-10 01:47:43,Gig Harbor,WA,,,0,0,0,0,0,0,1,,9,5,,2021-03-18,4 weeks old,golden-retriever
166,13119,194,coming-soon,/breeder/pugetsoundstandardpoodles/poodle/coming-soon,2019-02-22 20:59:13,2021-04-13 16:42:31,Gig Harbor,WA,,,0,0,0,0,1,0,1,standard,0,0,2021-04-24,,,poodle
167,254638,93,listing,/breeder/caleb-nyland-96670/doberman-pinscher/254638,2021-02-23 18:12:22,2021-04-08 21:58:49,Tacoma,WA,,,0,0,0,0,0,1,0,,1,0,,2021-01-13,13 weeks old,doberman-pinscher
168,260031,123,listing,/breeder/robert-schmidt-58052/golden-retriever/260031,2021-04-12 23:02:39,2021-04-12 23:11:50,Tacoma,WA,,,0,0,0,0,0,0,1,,1,3,,2021-03-16,4 weeks old,golden-retriever
169,9135,35,coming-soon,/breeder/canyonmeadowsfarm/bernese-mountain-dog/coming-soon,2019-05-03 14:58:27,2021-03-26 07:14:25,Tacoma,WA,,,0,0,0,0,0,0,1,,0,0,2021-04-10,,,bernese-mountain-dog
170,32335,117,storefront,/breeder/sherene?source_breed=german-shepherd-dog,2016-04-24 21:02:09,2020-09-17 13:00:13,Tacoma,WA,,,0,0,0,0,0,0,1,,0,0,,,,german-shepherd-dog
